total_calories,meal_title
234.606445,"cheese pizza, roasted potatoes, tofu and olive oil"
64.860001,grapes
230.139999,"cheese, banana and cantaloupe"
755.496277,"chicken, roasted potatoes, fish and olive oil"
551.546021,"hash browns, scrambled eggs and garden salad"
44.034069,"cauliflower, squash, cherry tomatoes and olive oil"
245.733765,"scrambled eggs, brussels sprouts and strawberries"
88.552399,"olive oil, mushroom, almonds and spinach (raw)"
561.417053,"chicken, roasted potatoes, olive oil and carrot"
116.449997,sandwiches
767.739746,"ground turkey, corn on the cob, cheese pizza, olive oil and chickpeas"
240.425751,"salmon, brown rice, olive oil and green beans"
75.42041,olive oil and strawberries
196.879501,"olive oil, roasted potatoes, broccoli and squash"
151.470001,"potato chips, corn and kiwi"
238.25,"corn on the cob, apple, carrot and grapes"
243.584183,"cheese pizza, caesar salad and chicken"
352.946991,"olive oil, tofu and chickpeas"
209.189362,"quinoa, vinaigrette, cauliflower, watermelon and olive oil"
83.052505,"olive oil, spinach (raw), kale and parmesan cheese"
421.465118,pizza and fish
33.990002,strawberries
292.003998,"sausage, potatoes and orange"
30.139999,mushroom and cucumbers
359.192993,almonds and mandarin oranges
451.428009,grilled chicken
436.965942,pizza and fish
295.284393,quinoa and olive oil
674.706787,"pork, olive oil, sugar and olives"
193.649994,"olives, broccoli and mixed greens"
376.24295,pork and olive oil
53.598557,"olive oil, arugula, mangos, mustard greens and tomatoes"
70.650002,"olives, tofu and carrot"
210.357925,"ground turkey, cauliflower, carrot and olive oil"
1049.11731,"hash browns, sausage and granola"
72.552467,"vinaigrette, cantaloupe, feta cheese and lettuce"
193.709991,"pineapple, egg whites and berries"
465.636475,"pilaf, olive oil, pizza, corn on the cob and bulgur"
587.709961,chicken
96.389999,chicken apple sausage and blackberries
142.099991,"bacon, corn and lemon"
31.710001,strawberries and broccoli
641.700317,steak and chicken
40.750244,olive oil and bok choy
400.202118,"salmon, wheat berry, olive oil, brown rice and kale"
133.880005,"avocado, mixed greens and onions"
211.138992,cheese pizza and ground turkey
280.118103,"salmon, olive oil, honeydew melons and brown rice"
224.931168,"chicken, roasted potatoes, white rice and olive oil"
299.297974,scrambled eggs and turkey bacon
136.839996,scrambled eggs and tomatoes
158.990005,"bacon, berries and watermelon"
177.492004,"yam, bacon and berries"
442.549774,"cheese pizza, olive oil, pasta and broccoli"
230.001999,"almonds, apple and grapes"
245.62001,nuts and bell peppers
160.079987,"apple, berries and orange"
160.119995,"potatoes, potato chips and berries"
319.539948,"cheese pizza, chicken, caesar salad and pineapple"
671.67804,"almonds, sausage, deprecated and grapes"
91.239998,sweet potato and egg whites
289.309998,"tuna, olives, carrot and onions"
138.498901,"olive oil, fish, corn and chard"
207.320007,"oatmeal, potatoes and bacon"
289.203369,"pilaf, corn on the cob and fish"
886.523071,almonds and apple
75.970001,"tortilla, brussels sprouts and bell peppers"
325.539917,cheese pizza and beef
161.75,sandwiches and watermelon
332.063477,"chicken, couscous, olive oil and broccoli"
330.034393,"salmon, olive oil, pineapple and brown rice"
362.734009,scrambled eggs and sausage
413.493988,"scrambled eggs, chicken apple sausage and yam"
129.064499,yam and sweet potato
191.75,"ham, chicken and pineapple"
347.536987,"salmon, chicken, kale, olive oil and chard"
248.535843,"sweet potato, berries, pineapple, cantaloupe and olive oil"
657.545837,"scrambled eggs, chicken apple sausage and olive oil"
354.773834,"cheese pizza, caesar salad and quinoa"
298.019379,pizza and olive oil
139.410004,"chicken, shrimp and corn"
94.562546,"bacon, yam, olive oil and sweet potato"
76.599998,"bean(seed), corn and brussels sprouts"
353.062378,"cheese pizza, fried rice, caesar salad and olive oil"
339.756073,"bagels, sweet potato, egg whites, cream cheese and olive oil"
591.07843,"wild rice, salmon, chicken, tomatoes and olive oil"
117.787598,"olive oil, broccoli and spinach (raw)"
99.374557,"olive oil, strawberries and broccoli"
89.652504,"olive oil, spinach (raw), mushroom, kale and parmesan cheese"
540.587341,"salmon, olive oil and brown rice"
577.176025,sausage and hash browns
207.569,fried rice and egg whites
547.072998,"almonds, apple and cantaloupe"
557.521606,"beef, olive oil and millet"
55.630001,"cantaloupe, brussels sprouts and asparagus"
201.37999,"banana, cantaloupe and berries"
357.043518,"scrambled eggs, chicken apple sausage, yam, sweet potato and blackberries"
495.119995,"scrambled eggs, bacon, honeydew melons, watermelon and pineapple"
186.683746,"olive oil, bulgur, kale and parmesan cheese"
787.776489,"chicken thighs, cheese and tortilla"
180.821609,"olive oil, berries and honeydew melons"
340.073578,"beef, carrot and white rice"
493.589081,waffles and syrup
365.184875,"chicken, roasted potatoes, olive oil and cauliflower"
665.332642,"scrambled eggs, sausage and brussels sprouts"
220.535858,"sweet potato, berries, cantaloupe, olive oil and watermelon"
45.899998,fish
541.730286,"beef, quinoa, vinaigrette and cauliflower"
178.278091,"chicken, olive oil, olives, kale and parmesan cheese"
654.721252,"beef, chicken, olive oil, pineapple and cauliflower"
416.869659,"pork, pepperoni pizza and olives"
399.804565,"cheese pizza, olive oil and olives"
127.879997,bacon and pineapple
306.264984,"chicken, couscous and olive oil"
496.800018,scrambled eggs and turkey bacon
249.519989,"scrambled eggs, sweet potato, strawberries and broccoli"
118.062546,"bacon, yam, pineapple, olive oil and sweet potato"
199.845322,pepperoni pizza and steak
360.679474,"chicken, wild rice, olive oil and honeydew melons"
538.466736,"cheese pizza, salmon, beef, olive oil and pasta"
96.138458,"broccoli, olive oil, arugula, mangos and mustard greens"
177.953003,"corn on the cob, apple and carrot"
284.444855,"chicken, beef, roasted potatoes, eggplant and cauliflower"
339.731995,roasted potatoes and turkey bacon
304.052368,steak and millet
316.827545,"salmon, mayonnaise, pineapple, olive oil and broccoli"
237.410004,"yam, potatoes, cantaloupe and deprecated"
181.351425,waffles and olive oil
754.353577,beef and millet
230.485992,chicken and caesar salad
121.720001,"olives, bell peppers, carrot and cherry tomatoes"
158.410004,"bacon, tofu and lemon"
86.534439,"olive oil, carrot, broccoli, arugula and pecans"
244.298019,nuts and lemon
309.235992,"eggs, yam and berries"
619.901978,"chicken, parmesan cheese, olives, avocado and caesar salad"
437.124115,"cheese pizza, beef and quinoa"
542.326721,"steak, olive oil and corn on the cob"
174.977127,"cottage cheese, sweet potato, egg whites and brussels sprouts"
419.31073,chilaquiles and sweet potato
38.0896,"olive oil, green beans and mixed greens"
132.599991,tuna
529.144897,"cheese pizza, beef and olive oil"
82.832451,olive oil and arugula
263.830017,"berries, roasted potatoes, pineapple and watermelon"
485.038239,"cheese pizza, tofu and olive oil"
72.94017,"olive oil, pineapple, arugula and walnuts"
135.399673,"fish, olive oil, corn and sour cream"
326.76474,cheese pizza and quinoa
325.068085,"pepperoni pizza, chicken breast, pork and broccoli"
38.880001,honeydew melons
515.545227,"cheese pizza, beef, chicken and caesar salad"
333.769989,"bacon, berries and quinoa"
219.75,"potato chips, banana and berries"
178.904007,sausage
563.555054,"chicken, feta cheese and olives"
697.289185,salmon and brown rice
348.898071,"pork, olive oil, pilaf and bulgur"
421.936707,"chicken, vinaigrette, eggplant and olive oil"
456.444794,hash browns and olive oil
121.479324,"wheat berry, olive oil and bok choy"
175.660004,"scrambled eggs, pineapple and cantaloupe"
543.713135,"waffles, sausage, tofu, sweet potato and egg whites"
71.139999,"avocado, mixed greens, onions and mushroom"
343.687988,"chicken breast, brown rice and broccoli"
156.179001,"apple, carrot, corn on the cob and cauliflower"
257.119995,chicken and cheese
362.168335,"chia seeds, sweet potato, egg whites, grapes and greek yogurt"
597.531189,"pork, white rice, croutons and olive oil"
663.939575,"chicken, olive oil and brown rice"
308.89444,"chicken, pizza and broccoli"
186.959702,"salmon, olive oil, carrot and brown rice"
113.280006,honeydew melons and watermelon
500.918823,"fish, olive oil, lentils, steak and white rice"
646.588074,"chicken thighs, cheese and tortilla"
108.100006,"tortilla, lemon and cauliflower"
67.759995,potatoes
364.416199,"white rice, caesar salad, chicken thighs, olive oil and pineapple"
41.18898,"olive oil, mushroom, arugula and walnuts"
101.457962,"olive oil, figs and spinach (raw)"
453.931671,"steak, olive oil and broccoli"
245.132004,pilaf and corn on the cob
129.225006,"roasted potatoes, chayote squash and zucchini"
408.472565,"chicken, pineapple, olive oil, cauliflower and eggplant"
296.617004,almonds and orange
69.159996,egg whites
463.290619,"scrambled eggs, bacon, broccoli and granola"
72.870728,"berries, broccoli and olive oil"
61.089886,olive oil and spinach (raw)
329.380035,"beef, mushroom and millet"
153.990005,"potato chips, pineapple and kiwi"
512.140015,hash browns and scrambled eggs
250.187943,"white rice, chicken thighs, caesar salad, olive oil and brussels sprouts"
211.589996,"corn on the cob, apple and cherry tomatoes"
109.319298,"vinaigrette, broccoli, cantaloupe, olive oil and feta cheese"
450.224976,"beef, salmon and olive oil"
531.260986,"olive oil, avocado, chicken and mixed greens"
387.084412,"cheese pizza, beef, roasted potatoes and caesar salad"
268.319641,"couscous, fish, olive oil and corn"
81.660004,honeydew melons and grapes
273.339996,"cheese, scrambled eggs and pineapple"
315.591034,"olive oil, figs, arugula and squash"
214.849991,"chicken, olives and cauliflower"
487.712494,"scrambled eggs, sausage and granola"
222.278015,sausage and chilaquiles
359.160004,"chicken, bell peppers, onions and carrot"
259.479187,chicken and roasted potatoes
257.812988,cookies and cheese pizza
56.354836,"granola, honeydew melons, vinaigrette and mixed greens"
259.869873,"roasted potatoes, olive oil, green beans and eggplant"
212.347305,"olive oil, corn on the cob, green beans and mixed greens"
72.779999,"corn, kiwi and orange"
36.970001,"brussels sprouts, cherry tomatoes, bell peppers and carrot"
158.518127,"pizza, corn on the cob and eggplant"
337.27002,"scrambled eggs, yam, olive oil, sweet potato and egg whites"
254.215988,cheese pizza
403.636139,"pork, roasted potatoes, olive oil and fish"
33.950001,broccoli
792.218384,"sausage, scrambled eggs, olive oil and bacon"
532.706482,"cheese pizza, chicken and caesar salad"
333.281311,"cheese pizza, beef and squash"
503.782013,"sausage, egg whites and broccoli"
340.027893,"salmon, olive oil, broccoli and brown rice"
298.022003,cheese pizza
941.609985,pizza and chicken
694.123352,"scrambled eggs, bacon, sausage, pineapple and sweet potato"
290.397949,"fish, caesar salad, country rice, olive oil and eggplant"
203.657364,"cheese pizza, olive oil, cauliflower and caesar salad"
294.22171,"egg whites, sweet potato, berries, watermelon and olive oil"
275.399994,"oatmeal, raspberries, brown sugar and blackberries"
417.876007,"sausage, white rice and kiwi"
266.720245,"roasted potatoes, broccoli, olive oil and chayote squash"
558.942383,"pizza, roasted potatoes and olive oil"
515.820007,"hash browns, scrambled eggs, bacon and pineapple"
374.936005,"almonds, grapes and deprecated"
100.5,"oatmeal, pineapple and cantaloupe"
350.163513,"berries, broccoli, sweet potato and granola"
132.919037,"corn on the cob, olive oil, spinach (raw) and sun dried tomatoes"
141.67276,"olive oil, pineapple, berries, spinach (raw) and almonds"
268.069977,chicken and spinach (raw)
155.805481,"roasted potatoes, carrot and eggplant"
265.622253,"chia seeds, sweet potato, egg whites, greek yogurt and milk"
479.034454,"chicken, roasted potatoes and olive oil"
332.892792,cheese pizza and olive oil
256.22879,"chicken, olive oil and broccoli"
608.703918,"steak, olive oil and carrot"
47.093922,"olive oil, bulgur and mustard greens"
184.383316,"olive oil, tofu, honeydew melons, fish and mushroom"
72.32,greek salad
723.409973,"pork, pizza and olive oil"
319.280365,"pork, wheat berry, carrot, olive oil and sugar"
465.224457,"pork, white rice, fish and olive oil"
39.5,pineapple
386.59552,"egg whites, sweet potato, grapes, olive oil and carrot"
297.765015,"white rice, chicken thighs, olive oil, vinaigrette and broccoli"
171.559998,"olives, spinach (raw) and cucumbers"
354.26004,grilled chicken and olives
32.200001,mixed greens
433.285004,"almonds, apple, corn on the cob and cauliflower"
284.174988,bacon and turkey bacon
66.18,caesar salad and tomatoes
413.946655,"fish, pork, white rice, country rice and olive oil"
194.015839,"sweet potato, berries, olive oil and watermelon"
583.376404,pork and fried rice
332.749847,"pizza, olive oil and squash"
257.436005,"grapes, apple, corn on the cob and cherry tomatoes"
87.869995,"caesar salad, tomatoes, olives and brown rice"
205.438995,"yam, eggs, bacon and berries"
116.949997,"grapes, pineapple and watermelon"
77.907997,"olives, ham and asparagus"
313.625977,"almonds, potatoes and mandarin oranges"
235.208008,"chicken breast, broccoli and squash"
271.044617,chilaquiles and yam
377.820007,"pepperoni pizza, cherry tomatoes and bell peppers"
980.047974,"bacon, sausage and scrambled eggs"
421.286011,sausage
346.713684,chicken thighs and quinoa
100.893005,"olives, wheat berry and olive oil"
125.161995,berries and turkey bacon
573.546021,"chicken, parmesan cheese, olives, bell peppers and caesar dressing"
104.639999,tortilla
168.430008,"pears, mandarin oranges and strawberries"
386.477264,"fish, roasted potatoes, olive oil and quinoa"
164.234955,"olive oil, cauliflower, squash, mixed greens and millet"
527.548767,"pizza, chicken, olive oil and broccoli"
336.492828,"scrambled eggs, sweet potato, watermelon, brussels sprouts and olive oil"
237.399994,"oatmeal, raspberries and blackberries"
1238.033691,"salmon, brownies, beef, olive oil and pasta"
740.762024,"pizza, chicken, tofu and olive oil"
218.769501,"pineapple, chicken apple sausage, egg whites, yam and sweet potato"
454.517365,"pork, corn on the cob, olive oil and sugar"
271.320007,wheat bread and banana with peel
320.325012,"chicken, avocado, broccoli and squash"
480.946136,"egg whites, yam, olive oil and sweet potato"
103.649994,"bacon, bell peppers and cucumbers"
135.913651,"sweet potato, cantaloupe, olive oil and broccoli"
380.321686,"salmon, chicken thighs, cheese, tortilla and olive oil"
98.220001,"shrimp, brussels sprouts and lemon"
42.400002,cherry tomatoes and cantaloupe
401.797852,"bacon, egg whites and olive oil"
239.389984,"cheese, banana and orange"
566.146057,"steak, chicken thighs and broccoli"
509.321014,"bacon, scrambled eggs and yam"
468.165009,biscuits and bacon
252.588776,"pizza, caesar salad, rice noodles and olive oil"
222.759506,"yam, berries, sweet potato and bacon"
374.793854,"steak, fish, olive oil, ketchup and white rice"
203.570007,"scrambled eggs, bacon and broccoli"
606.91156,"corn on the cob, pork, cheese pizza and caesar salad"
143.059998,"scrambled eggs, oatmeal and tomatoes"
648.975952,pizza and pork
206.660004,"white rice, apple and broccoli"
375.227997,"chicken breast, watermelon and cauliflower"
381.110779,"fish, wheat berry, olive oil, carrot and white beans"
256.359406,"white rice, salmon, beef and pasta"
213.366608,"chia seeds, pineapple, greek yogurt and milk"
430.265656,"hash browns, grapes, yam, pineapple and olive oil"
757.957092,"salmon, brown rice and olive oil"
281.281128,ground turkey and cheese pizza
177.188782,"sweet potato, olive oil and watermelon"
468.412384,"cheese pizza, salmon, beef, pasta and tofu"
322.90625,"pizza, fish and olive oil"
1264.54834,"salmon, chicken thighs, cheese, tortilla and olive oil"
228.050003,"bacon, potatoes and deprecated"
600.798035,"vegetable oil, chicken, roasted potatoes, brussels sprouts and flour"
385.007996,pepperoni
209.934982,cheese pizza and caesar salad
165.189987,"apple, fish and carrot"
75.243256,"olive oil, pecans, raisins, arugula and orange"
446.326233,"pepperoni pizza, roasted potatoes, tofu and rice noodles"
45.482903,"olive oil, arugula, asparagus, mangos and mustard greens"
268.661774,beef and cheese pizza
901.810059,pizza and chicken
364.529053,pizza and kale
183.252747,"olive oil, potatoes, pineapple, berries and spinach (raw)"
780.202026,beef and salmon
176.535965,steak and white rice
706.358948,"chicken, olives, vinaigrette, parmesan cheese and olive oil"
274.131439,"chicken, roasted potatoes, carrot and olive oil"
323.553284,"pizza, cheese pizza and olive oil"
426.360016,tuna salad
242.363983,"olive oil, fish, figs, corn and arugula"
71.93322,"olive oil, asparagus, eggplant, arugula and walnuts"
289.794373,"cheese pizza, beef, caesar salad and vinaigrette"
293.605499,"chicken, olive oil and corn on the cob"
739.663696,"sausage, scrambled eggs and granola"
1234.856323,"chicken, olive oil, beef and tofu"
157.001038,"olive oil, cauliflower and mixed greens"
86.534729,"olive oil, cauliflower, squash, cherry tomatoes and mixed greens"
395.97998,"chicken, olives and black beans"
384.044525,"roasted potatoes, fish, olive oil, carrot and caesar salad"
656.429932,"chicken breast, cheese pizza, tuna and pineapple"
91.140381,"olive oil, figs and pumpkin seeds"
340.958527,"bacon, sweet potato, chicken apple sausage and olive oil"
498.765594,"pork, parsnips, olive oil, sugar and rice noodles"
339.543488,"scrambled eggs, chicken apple sausage, yam, sweet potato and blackberries"
337.888184,"cheese pizza, fried rice, caesar salad and olive oil"
91.68,"sweet potato, berries and watermelon"
414.733154,pizza and fish
638.187561,"pork, olive oil and chickpeas"
88.592773,"olive oil, spinach (raw) and almonds"
549.203613,"chicken, olive oil and brown rice"
569.511536,"corn on the cob, pork and cheese pizza"
48.309685,"olive oil, spinach (raw) and blueberries"
96.150002,"tofu, cauliflower and cucumbers"
382.924225,"cheese pizza, roasted potatoes and caesar salad"
379.652008,"cheese pizza, tofu and cauliflower"
342.701141,"steak, caesar salad, olive oil and brown rice"
523.634644,"egg whites, scrambled eggs, sweet potato, grapes and watermelon"
380.394043,"cheese pizza, chicken breast, pineapple, squash and quinoa"
147.100006,"chicken, kiwi and broccoli"
389.459991,chicken and avocado
55.965,"kale, chayote squash, zucchini and chard"
549.52301,"almonds, pears, grapes and mandarin oranges"
200.12999,"bacon, potatoes and cantaloupe"
395.598572,pepperoni pizza and chicken breast
392.292175,"wild rice, olive oil, olives, figs and wheat berry"
291.174988,"almonds, potatoes and white rice"
51.993542,"granola, vinaigrette and mixed greens"
386.66684,"country rice, couscous, fish and olive oil"
361.413239,"cheese pizza, chicken thighs, olive oil and carrot"
307.429993,chicken and black beans
352.224365,"steak, olive oil, broccoli and brown rice"
549.755615,"cheese pizza, beef, chicken, caesar salad and brussels sprouts"
470.011047,"pork, caesar salad, sugar and carrot"
126.172005,pears and broccoli
376.620392,"steak, caesar salad, olive oil, carrot and brown rice"
623.204285,chicken and olive oil
218.158203,"chicken, fried rice, olive oil, millet and green beans"
60.310001,"berries, pineapple and orange"
292.229004,"bagels, cream cheese, bacon, yam and berries"
125.660004,"honeydew melons, caesar salad and grapes"
264.620026,"nuts, broccoli and tomatoes"
187.42543,"cheese pizza, kale and parmesan cheese"
415.946747,"eggs, bacon and olive oil"
180.279999,"bread, tomatoes and bell peppers"
490.393372,tuna salad and carrot
223.801331,"pork, white rice, olive oil and caesar salad"
202.639999,bread and potatoes
58.599998,olives and onions
249.819977,pepperoni pizza and caesar salad
492.281372,"quinoa, pork, couscous and caesar salad"
122.001411,"fish, olive oil, brussels sprouts and wheat berry"
326.621704,"scrambled eggs, berries and pineapple"
434.914429,"quinoa, brown rice and olive oil"
457.265839,"pork, olive oil and pineapple"
1030.160645,"brownies, cheese pizza, chicken breast and olive oil"
406.998535,"bacon, sweet potato, egg whites, chicken apple sausage and olive oil"
61.740002,"potatoes, strawberries and broccoli"
98.391266,"quinoa, brown rice and olive oil"
331.481995,"steak, roasted potatoes and olive oil"
128.269989,olives and corn
145.30899,cheese pizza and pineapple
246.868225,"chicken, carrot and olive oil"
74.919998,"bell peppers, onions and cherry tomatoes"
381.527283,"fish, roasted potatoes, olive oil and quinoa"
288.570007,"scrambled eggs, yam, olive oil, sweet potato and egg whites"
67.07,"tofu, tomatoes and cucumbers"
317.286011,cheese and bread
298.119385,"egg whites, sweet potato, sausage, salsa and cantaloupe"
342.875641,"olive oil, fish, pizza and wheat berry"
